phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
649.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	3524	8	3516	0.999771024	0.020856981	16	 [Error: < 15  cases or controls]	NA	NA	NA	Diabetes or abnormal glucose tolerance complicating pregnancy	pregnancy complications
653	rs4266947_T	NA	NA	NA	NA	NA	logistic	3522	6	3516	0.999769473	0.020868825	16	 [Error: < 15  cases or controls]	NA	NA	NA	Problems associated with amniotic cavity and membranes	pregnancy complications
654	rs4266947_T	NA	NA	NA	NA	NA	logistic	3517	1	3516	0.999765552	0.020898493	16	 [Error: < 15  cases or controls]	NA	NA	NA	Other and unspecified complications of birth; puerperium affecting management of mother	pregnancy complications
654.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	3519	3	3516	0.999767128	0.020886616	16	 [Error: < 15  cases or controls]	NA	NA	NA	"Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium"	pregnancy complications
654.2	rs4266947_T	NA	NA	NA	NA	NA	NA	3516	NA	NA	NA	NA	16	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Rhesus isoimmunization in pregnancy	pregnancy complications
655	rs4266947_T	NA	-0.146894658	1.077489224	0.863384923	0.891560003	logistic	3526	20	3506	0.999772564	0.02084515	16		FALSE	FALSE	FALSE	Known or suspected fetal abnormality affecting management of mother	pregnancy complications
655.1	rs4266947_T	NA	NA	NA	NA	NA	NA	3506	NA	NA	NA	NA	15	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormality in fetal heart rate or rhythm	pregnancy complications
656	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	2	7647	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other perinatal conditions of fetus or newborn	pregnancy complications
656.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Isoimmunization of fetus or newborn	pregnancy complications
656.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Respiratory conditions of fetus and newborn	pregnancy complications
656.22	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Interstitial emphysema and related conditions of newborn	pregnancy complications
656.26	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Transitory tachypnea or apnea of newborn	pregnancy complications
656.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Endocrine and metabolic disturbances of fetus and newborn	pregnancy complications
656.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hemorrhage of fetus or newborn	pregnancy complications
656.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hematological disorders of newborn	pregnancy complications
656.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Perinatal disorders of digestive system	pregnancy complications
656.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Conditions involving the integument and temperature regulation of fetus and newborn	pregnancy complications
656.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Perinatal jaundice	pregnancy complications
656.9	rs4266947_T	NA	NA	NA	NA	NA	NA	7647	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Neonatal bradycardia or tachycardia	pregnancy complications
669	rs4266947_T	NA	NA	NA	NA	NA	logistic	3526	4	3522	0.999772564	0.02084515	16	 [Error: < 15  cases or controls]	NA	NA	NA	Complications of labor and delivery NEC	pregnancy complications
671	rs4266947_T	NA	NA	NA	NA	NA	logistic	3521	1	3520	0.999768694	0.020874751	16	 [Error: < 15  cases or controls]	NA	NA	NA	Venous/cerebrovascular complications embolism in pregnancy and the puerperium	pregnancy complications
674	rs4266947_T	NA	NA	NA	NA	NA	logistic	3525	5	3520	0.999771795	0.020851064	16	 [Error: < 15  cases or controls]	NA	NA	NA	Other complications of the puerperium NEC	pregnancy complications
676	rs4266947_T	NA	NA	NA	NA	NA	NA	3520	NA	NA	NA	NA	16	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other disorders of the breast associated with childbirth and disorders of lactation	pregnancy complications
681	rs4266947_T	NA	-0.097829786	1.036387993	0.906803241	0.924795432	logistic	7621	18	7603	0.989600942	0.022897258	38		FALSE	FALSE	FALSE	Superficial cellulitis and abscess	dermatologic
681.1	rs4266947_T	NA	0.022493575	1.025385114	1.022748463	0.982498442	logistic	7620	17	7603	0.989588098	0.022900262	38		FALSE	FALSE	FALSE	Cellulitis and abscess of fingers/toes	dermatologic
681.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	1	7603	0.989944013	0.022882693	38	 [Error: < 15  cases or controls]	NA	NA	NA	Cellulitis and abscess of face/neck	dermatologic
681.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7603	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cellulitis and abscess of arm/hand	dermatologic
681.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7603	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Cellulitis and abscess of leg, except foot"	dermatologic
681.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7603	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Cellulitis and abscess of foot, toe"	dermatologic
681.7	rs4266947_T	NA	NA	NA	NA	NA	NA	7603	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cellulitis and abscess of trunk	dermatologic
686	rs4266947_T	NA	NA	NA	NA	NA	logistic	7616	13	7603	0.99009285	0.022846639	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other local infections of skin and subcutaneous tissue	dermatologic
686.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7603	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Carbuncle and furuncle	dermatologic
686.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	1	7603	0.989944013	0.022882693	38	 [Error: < 15  cases or controls]	NA	NA	NA	Impetigo	dermatologic
686.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7603	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pilonidal cyst	dermatologic
686.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7617	14	7603	0.989549473	0.022909282	38	 [Error: < 15  cases or controls]	NA	NA	NA	Pyogenic granuloma	dermatologic
686.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7603	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pyoderma	dermatologic
687	rs4266947_T	NA	0.914419411	0.570325282	2.495326072	0.108861903	logistic	7602	25	7577	0.99045896	0.022822941	38		FALSE	FALSE	FALSE	Symptoms affecting skin	dermatologic
687.1	rs4266947_T	NA	-17.6128261	3611.524871	2.24E-08	0.996108861	logistic	7592	15	7577	0.966565343	0.022655427	38		FALSE	FALSE	FALSE	Rash and other nonspecific skin eruption	dermatologic
687.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7579	2	7577	0.966130827	0.022694287	38	 [Error: < 15  cases or controls]	NA	NA	NA	Changes in skin texture	dermatologic
687.4	rs4266947_T	NA	0.755389112	0.579953938	2.128439563	0.192746043	logistic	7609	32	7577	0.962524861	0.022801945	38		FALSE	FALSE	FALSE	Disturbance of skin sensation	dermatologic
689	rs4266947_T	NA	-16.32713963	1444.136709	8.11E-08	0.990979459	logistic	7649	48	7601	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Disorder of skin and subcutaneous tissue NOS	dermatologic
690	rs4266947_T	NA	0.100815515	1.027105969	1.10607257	0.921809269	logistic	7556	21	7535	0.990436803	0.022895712	38		FALSE	FALSE	FALSE	Erythematosquamous dermatosis	dermatologic
690.1	rs4266947_T	NA	0.165323084	1.028932154	1.179774224	0.872349832	logistic	7555	20	7535	0.990424762	0.022898743	38		FALSE	FALSE	FALSE	Seborrheic dermatitis	dermatologic
691	rs4266947_T	NA	NA	NA	NA	NA	logistic	7536	1	7535	0.990723225	0.022890127	37	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of skin	dermatologic
691.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7535	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Ichthyosis congenita	dermatologic
691.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7535	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Congenital pigmentary anomalies of skin	dermatologic
694	rs4266947_T	NA	0.005957685	1.028601022	1.005975467	0.995378657	logistic	7551	16	7535	0.990376449	0.022910873	37		FALSE	FALSE	FALSE	Dyschromia and Vitiligo	dermatologic
694.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7535	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Vitiligo	dermatologic
694.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7548	13	7535	0.990340059	0.022919979	37	 [Error: < 15  cases or controls]	NA	NA	NA	Other dyschromia	dermatologic
694.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7538	3	7535	0.990746694	0.022884054	37	 [Error: < 15  cases or controls]	NA	NA	NA	Vascular disorders of skin	dermatologic
695	rs4266947_T	NA	-0.733557725	1.001213611	0.480197536	0.46376061	logistic	7579	44	7535	0.990709688	0.02282623	37		FALSE	FALSE	FALSE	Erythematous conditions	dermatologic
695.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7536	1	7535	0.990723225	0.022890127	37	 [Error: < 15  cases or controls]	NA	NA	NA	Toxic erythema	dermatologic
695.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7539	4	7535	0.990758407	0.022881019	37	 [Error: < 15  cases or controls]	NA	NA	NA	Bullous dermatoses	dermatologic
695.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	7536	1	7535	0.990723225	0.022890127	37	 [Error: < 15  cases or controls]	NA	NA	NA	Dermatitis herpetiformis	dermatologic
695.22	rs4266947_T	NA	NA	NA	NA	NA	logistic	7538	3	7535	0.990746694	0.022884054	37	 [Error: < 15  cases or controls]	NA	NA	NA	Pemphigus and pemphigoid	dermatologic
695.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7537	2	7535	0.990734967	0.02288709	37	 [Error: < 15  cases or controls]	NA	NA	NA	Rosacea	dermatologic
695.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7542	10	7532	0.991296392	0.022805622	37	 [Error: < 15  cases or controls]	NA	NA	NA	Lupus (localized and systemic)	dermatologic
695.41	rs4266947_T	NA	NA	NA	NA	NA	logistic	7534	2	7532	0.991207127	0.022829838	37	 [Error: < 15  cases or controls]	NA	NA	NA	Cutaneous lupus erythematosus	dermatologic
695.42	rs4266947_T	NA	NA	NA	NA	NA	logistic	7540	8	7532	0.991274159	0.022811671	37	 [Error: < 15  cases or controls]	NA	NA	NA	Systemic lupus erythematosus	dermatologic
695.7	rs4266947_T	NA	0.050152295	1.001780862	1.051431212	0.960072073	logistic	7554	19	7535	0.990412706	0.022901774	37		FALSE	FALSE	FALSE	Prurigo and Lichen	dermatologic
695.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7538	3	7535	0.990746694	0.022884054	37	 [Error: < 15  cases or controls]	NA	NA	NA	Other specified erythematous conditions	dermatologic
695.81	rs4266947_T	NA	NA	NA	NA	NA	logistic	7537	2	7535	0.990734967	0.02288709	37	 [Error: < 15  cases or controls]	NA	NA	NA	Erythema nodosum	dermatologic
695.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7541	6	7535	0.990781789	0.02287495	37	 [Error: < 15  cases or controls]	NA	NA	NA	Unspecified erythematous condition	dermatologic
696	rs4266947_T	NA	-0.190446544	0.994225781	0.826589943	0.848092666	logistic	7541	24	7517	0.991285282	0.022808646	37		FALSE	FALSE	FALSE	Psoriasis and related disorders	dermatologic
696.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7536	1	7535	0.990723225	0.022890127	37	 [Error: < 15  cases or controls]	NA	NA	NA	Parapsoriasis	dermatologic
696.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7535	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pityriasis	dermatologic
696.4	rs4266947_T	NA	-0.155542802	0.993923672	0.85595044	0.875643878	logistic	7540	23	7517	0.991274159	0.022811671	37		FALSE	FALSE	FALSE	Psoriasis	dermatologic
696.41	rs4266947_T	NA	0.065638558	0.997278556	1.067840685	0.947522983	logistic	7536	19	7517	0.991229527	0.022823779	37		FALSE	FALSE	FALSE	Psoriasis vulgaris	dermatologic
696.42	rs4266947_T	NA	NA	NA	NA	NA	logistic	7524	7	7517	0.991094284	0.022860181	37	 [Error: < 15  cases or controls]	NA	NA	NA	Psoriatic arthropathy	dermatologic
697	rs4266947_T	NA	NA	NA	NA	NA	logistic	7548	13	7535	0.990340059	0.022919979	37	 [Error: < 15  cases or controls]	NA	NA	NA	Sarcoidosis	dermatologic
698	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	11	7638	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Pruritus and related conditions	dermatologic
700	rs4266947_T	NA	NA	NA	NA	NA	logistic	7576	1	7575	0.989588165	0.022967265	36	 [Error: < 15  cases or controls]	NA	NA	NA	Corns and callosities	dermatologic
701	rs4266947_T	NA	-0.470595223	0.707609917	0.624630363	0.506019193	logistic	7648	73	7575	0.989379954	0.022881799	38		FALSE	FALSE	FALSE	Other hypertrophic and atrophic conditions of skin	dermatologic
701.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7575	NA	NA	NA	NA	36	 [Error: non-varying phenotype or genotype]	NA	NA	NA	"Keratoderma, acquired"	dermatologic
701.2	rs4266947_T	NA	0.706593439	0.712252638	2.027074132	0.321170937	logistic	7596	21	7575	0.988680965	0.023038441	37		FALSE	FALSE	FALSE	Scar conditions and fibrosis of skin	dermatologic
701.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7582	7	7575	0.989665441	0.02294909	36	 [Error: < 15  cases or controls]	NA	NA	NA	Circumscribed scleroderma	dermatologic
701.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7589	14	7575	0.989754887	0.022927922	37	 [Error: < 15  cases or controls]	NA	NA	NA	Keloid scar	dermatologic
701.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	7582	7	7575	0.989665441	0.02294909	36	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal granulation tissue	dermatologic
701.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	7578	3	7575	0.989613986	0.022961203	36	 [Error: < 15  cases or controls]	NA	NA	NA	Acquired acanthosis nigricans	dermatologic
702	rs4266947_T	NA	-0.269652927	1.025381657	0.763644488	0.792567453	logistic	7576	27	7549	0.989588165	0.022967265	36		FALSE	FALSE	FALSE	Degenerative skin conditions and other dermatoses	dermatologic
702.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7630	8	7622	0.989715841	0.022870249	37	 [Error: < 15  cases or controls]	NA	NA	NA	Actinic keratosis	dermatologic
702.2	rs4266947_T	NA	0.185952768	1.028028826	1.204365375	0.856459543	logistic	7641	19	7622	0.989288378	0.022902761	38		FALSE	FALSE	FALSE	Seborrheic keratosis	dermatologic
702.4	rs4266947_T	NA	NA	NA	NA	NA	NA	7549	NA	NA	NA	NA	35	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Degenerative skin disorders	dermatologic
703	rs4266947_T	NA	NA	NA	NA	NA	logistic	7631	8	7623	0.989156215	0.022932774	37	 [Error: < 15  cases or controls]	NA	NA	NA	"Diseases of nail, NOS"	dermatologic
703.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7637	14	7623	0.989235703	0.022914757	38	 [Error: < 15  cases or controls]	NA	NA	NA	Ingrowing nail	dermatologic
704	rs4266947_T	NA	NA	NA	NA	NA	logistic	7626	3	7623	0.989089536	0.02294781	37	 [Error: < 15  cases or controls]	NA	NA	NA	Diseases of hair and hair follicles	dermatologic
704.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7625	2	7623	0.989076152	0.02295082	37	 [Error: < 15  cases or controls]	NA	NA	NA	Alopecia	dermatologic
704.11	rs4266947_T	NA	NA	NA	NA	NA	NA	7623	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Alopecia Areata	dermatologic
704.12	rs4266947_T	NA	NA	NA	NA	NA	NA	7623	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Telogen effluvium	dermatologic
704.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7625	2	7623	0.989076152	0.02295082	37	 [Error: < 15  cases or controls]	NA	NA	NA	Hirsutism	dermatologic
704.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	7624	1	7623	0.989062753	0.02295383	37	 [Error: < 15  cases or controls]	NA	NA	NA	Other specified diseases of hair and hair follicles	dermatologic
705	rs4266947_T	NA	NA	NA	NA	NA	logistic	7505	1	7504	0.991376366	0.022851432	38	 [Error: < 15  cases or controls]	NA	NA	NA	Disorders of sweat glands	dermatologic
705.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7504	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Dyshidrosis	dermatologic
705.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7505	1	7504	0.991376366	0.022851432	38	 [Error: < 15  cases or controls]	NA	NA	NA	Hidradenitis	dermatologic
705.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7504	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Hyperhidrosis	dermatologic
706	rs4266947_T	NA	0.068191893	0.381634056	1.070570724	0.858185847	logistic	7648	144	7504	0.989379954	0.022881799	38		FALSE	FALSE	FALSE	Diseases of sebaceous glands	dermatologic
706.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7505	1	7504	0.991376366	0.022851432	38	 [Error: < 15  cases or controls]	NA	NA	NA	Acne	dermatologic
706.2	rs4266947_T	NA	0.072224024	0.3816463	1.07489612	0.849902094	logistic	7647	143	7504	0.989366918	0.022884791	38		FALSE	FALSE	FALSE	Sebaceous cyst	dermatologic
706.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7504	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Seborrhea	dermatologic
706.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7504	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other specified diseases of sebaceous glands	dermatologic
707	rs4266947_T	NA	0.137462862	1.021017418	1.147359094	0.892901876	logistic	7649	17	7632	0.989392973	0.022878808	38		FALSE	FALSE	FALSE	Chronic ulcer of skin	dermatologic
707.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7634	2	7632	0.989766508	0.022858266	37	 [Error: < 15  cases or controls]	NA	NA	NA	Decubitus ulcer	dermatologic
707.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7645	13	7632	0.989340801	0.022890778	38	 [Error: < 15  cases or controls]	NA	NA	NA	Chronic ulcer of leg or foot	dermatologic
707.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7632	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Chronic ulcer of unspecified site	dermatologic
709	rs4266947_T	NA	NA	NA	NA	NA	logistic	7536	9	7527	0.990723225	0.022890127	37	 [Error: < 15  cases or controls]	NA	NA	NA	Diffuse diseases of connective tissue	dermatologic
709.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7531	4	7527	0.990664298	0.022905325	37	 [Error: < 15  cases or controls]	NA	NA	NA	Sicca syndrome	dermatologic
709.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7528	1	7527	0.990628766	0.022914453	37	 [Error: < 15  cases or controls]	NA	NA	NA	Systemic sclerosis	dermatologic
709.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	7529	2	7527	0.990640624	0.022911409	37	 [Error: < 15  cases or controls]	NA	NA	NA	Polymyositis	dermatologic
709.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7527	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Dermatomyositis	dermatologic
709.6	rs4266947_T	NA	NA	NA	NA	NA	NA	7527	NA	NA	NA	NA	37	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Other specified diffuse diseases of connective tissue	dermatologic
709.7	rs4266947_T	NA	NA	NA	NA	NA	logistic	7529	2	7527	0.990640624	0.022911409	37	 [Error: < 15  cases or controls]	NA	NA	NA	Unspecified diffuse connective tissue disease	dermatologic
710	rs4266947_T	NA	NA	NA	NA	NA	logistic	7607	5	7602	0.99103162	0.022742211	38	 [Error: < 15  cases or controls]	NA	NA	NA	"Osteomyelitis, periostitis, and other infections involving bone"	musculoskeletal
710.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7607	5	7602	0.99103162	0.022742211	38	 [Error: < 15  cases or controls]	NA	NA	NA	Osteomyelitis	musculoskeletal
710.11	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Acute osteomyelitis	musculoskeletal
710.12	rs4266947_T	NA	NA	NA	NA	NA	logistic	7605	3	7602	0.991008991	0.022748192	38	 [Error: < 15  cases or controls]	NA	NA	NA	Chronic osteomyelitis	musculoskeletal
710.19	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	2	7602	0.990997656	0.022751184	38	 [Error: < 15  cases or controls]	NA	NA	NA	Unspecified osteomyelitis	musculoskeletal
710.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Periostitis	musculoskeletal
710.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Osteopathy resulting from poliomyelitis	musculoskeletal
711	rs4266947_T	NA	NA	NA	NA	NA	logistic	7608	6	7602	0.990530316	0.022804942	38	 [Error: < 15  cases or controls]	NA	NA	NA	Arthropathy associated with infections	musculoskeletal
711.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7606	4	7602	0.990506589	0.022810939	38	 [Error: < 15  cases or controls]	NA	NA	NA	Pyogenic arthritis	musculoskeletal
711.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Reiter's disease	musculoskeletal
711.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	2	7602	0.990997656	0.022751184	38	 [Error: < 15  cases or controls]	NA	NA	NA	Behcet's syndrome	musculoskeletal
712	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	2	7602	0.990997656	0.022751184	38	 [Error: < 15  cases or controls]	NA	NA	NA	Infective connective tissue disorders	musculoskeletal
713	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Arthropathy associated with other disorders classified elsewhere	musculoskeletal
713.5	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Arthropathy associated with neurological disorders	musculoskeletal
714	rs4266947_T	NA	0.814715761	0.723140075	2.258533617	0.259896342	logistic	7613	21	7592	0.990055844	0.022855642	38		FALSE	FALSE	FALSE	Rheumatoid arthritis and other inflammatory polyarthropathies	musculoskeletal
714.1	rs4266947_T	NA	0.851679026	0.724147623	2.343578479	0.239549949	logistic	7612	20	7592	0.990043479	0.022858644	38		FALSE	FALSE	FALSE	Rheumatoid arthritis	musculoskeletal
714.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7592	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Juvenile rheumatoid arthritis	musculoskeletal
715	rs4266947_T	NA	NA	NA	NA	NA	logistic	7603	11	7592	0.990470889	0.022819939	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other inflammatory spondylopathies	musculoskeletal
715.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7596	4	7592	0.990387077	0.022840969	38	 [Error: < 15  cases or controls]	NA	NA	NA	Sacroiliitis NEC	musculoskeletal
715.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	7593	1	7592	0.990872044	0.022784143	38	 [Error: < 15  cases or controls]	NA	NA	NA	Ankylosing spondylitis	musculoskeletal
715.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7592	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Spinal enthesopathy	musculoskeletal
716	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	2	7602	0.990997656	0.022751184	38	 [Error: < 15  cases or controls]	NA	NA	NA	Other arthropathies	musculoskeletal
716.1	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Unspecified polyarthropathy or polyarthritis	musculoskeletal
716.2	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Unspecified monoarthritis	musculoskeletal
716.3	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Kaschin-Beck disease	musculoskeletal
716.8	rs4266947_T	NA	NA	NA	NA	NA	NA	7602	NA	NA	NA	NA	38	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Palindromic rheumatism	musculoskeletal
716.9	rs4266947_T	NA	NA	NA	NA	NA	logistic	7604	2	7602	0.990997656	0.022751184	38	 [Error: < 15  cases or controls]	NA	NA	NA	Arthropathy NOS	musculoskeletal
717	rs4266947_T	NA	NA	NA	NA	NA	logistic	7649	2	7647	0.989392973	0.022878808	38	 [Error: < 15  cases or controls]	NA	NA	NA	Polymyalgia Rheumatica	musculoskeletal
720	rs4266947_T	NA	0.859367182	0.390555578	2.361665717	0.027780581	logistic	7616	67	7549	0.990624645	0.022780987	38		TRUE	FALSE	FALSE	Spinal stenosis	musculoskeletal
720.1	rs4266947_T	NA	0.301561228	0.588539041	1.351967891	0.608378434	logistic	7600	51	7549	0.992367326	0.022565789	38		FALSE	FALSE	FALSE	Spinal stenosis of lumbar region	musculoskeletal
721	rs4266947_T	NA	1.108399625	0.606666371	3.029506167	0.067694772	logistic	7571	22	7549	0.992077298	0.022652226	38		FALSE	FALSE	FALSE	Spondylosis and allied disorders	musculoskeletal
721.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	7562	13	7549	0.992859739	0.022546945	38	 [Error: < 15  cases or controls]	NA	NA	NA	Spondylosis without myelopathy	musculoskeletal
